"SetuVillageId","PortalLocationCode","PortalOriginalVillageId","SetuVillageName","PortalVillageName","SetuBlockId","SetuBlockName","PortalBlockId","PortalBlockName","SetuDistrictId","SetuDistrictName","PortalDistrictId","PortalDistrictName","OverallStatus","DifferenceDetails"
"10101161","​070150008000800034","559938","Naimunda","NAIMUNDA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101162","​070160008000800026","559930","Nandapur","NANDAPUR","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101163","​070130013001300086","559990","Narayanpur","NARAYANPUR","10101","Angul","070130","ATHAMALLIK","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101164","​060400039003900120","14198","Nuabhuin","NUA BHUIN","10101","Angul","060400","BANKI","101","Angul","7","CUTTACK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101166","​070100010001000058","559962","Nuagan","NUAGAN","10101","Angul","070100","CHENDIPADA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101165","​070170008000800120","560024","Nuagan","NUAGAN","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101167","​070160008000800085","559989","Nuakheta","NUA KHETA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101168","​070170008000800110","560015","Nuamauja","NUAMAUJA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101170","​070130013001300042","559946","Nuapada","NUAPADA","10101","Angul","070130","ATHAMALLIK","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101169","​070170008000800130","560034","Nuapada","NUAPADA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101171","​070160008000800067","559971","Nukhuripada","NUKHURIPADA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101172","​070150008000800035","559939","Olaberi","OLABERI","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101173","​070150008000800053","559957","Pabala","PABALA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101174","​070150008000800054","559958","Pampasar","PAMPASAR","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101175","","","Panabhuin","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101176","","","Panagobindapur","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101177","​010290025002500170","563242","Panchamahala","PANCHA MAHALA","10101","Angul","010290","NAKTIDEUL","101","Angul","28","SAMBALPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101178","","","Pandupur","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101179","​070160008000800012","559916","Panjiasahi","PANJIA SAHI","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101180","​070170008000800125","560029","Pateli","PATELI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101181","​070150008000800005","559909","Pathargada","PATHARGADA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101182","​070170008000800105","560009","Podakhaman","PODAKHAMAN","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101183","​070160008000800036","559940","Pokatunga","POKATUNGA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101184","​070150008000800013","559917","Pokunda","POKUNDA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101185","​120092012001200017","7284","Purunagada","PURUNAGADA","10101","Angul","120200","SERGARH","101","Angul","11","GANJAM","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101186","","","Purunakot","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101187","​070160008000800015","559919","Ragadiapada","RAGADIAPADA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101188","​070160008000800064","559968","Ragadiapada","RAGADIA PADA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101189","​070160008000800089","559993","Raigoda","RAIGODA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101190","","","Raigodaforest Beat","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101191","","","Raigodasorisapal","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101192","​070170008000800126","560035","Ramabereni","RAMABERENI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101193","​070120014001400044","559948","Ramachandrapur","RAMACHANDRAPUR","10101","Angul","070120","KANHIA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101194","​070160008000800046","559950","Ramachandrapur","RAMACHANDRAPUR","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101195","​070150008000800011","559915","Ramimunda","RAMIMUNDA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101196","​070150008000800072","559976","Ramimunda","RAMI MUNDA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101197","","","Rantalei","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101198","​070170008000800103","560007","Rantaleijungle","RANTALEIJUNGLE","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101199","​070150008000800001","559905","Rodasinga","RODASINGA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101200","​070170008000800118","560022","Sabalabhanga","SABALABHANGA","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101201","​070170008000800119","560023","Sabalabhangajungle","SABALABHANGAJUNGLE","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101202","​070160008000800065","559969","Sachina","SACHINA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101203","​070160008000800040","559944","Saharagoda","SAHARAGODA","10101","Angul","070160","PALLAHARA","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101204","​070150008000800061","559965","Salar","SALAR","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101205","​030010006000600079","556438","Samakoi","SAMAKOI","10101","Angul","030010","KEONJHAR","101","Angul","18","KEONJHAR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101206","","","Sanahinso","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101207","​070170008000800128","560032","Sanakanjeni","SANAKANJENI","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101208","​070170008000800127","560031","Sanakanjenijungle","SANAKANJENIJUNGLE","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101209","","","Sanakantakul","","10101","Angul","","","101","Angul","","","Only in Setu_Odisha","Missing from OSPBCR_PORTAL"
"10101210","​060150008000800067","13742","Sankhapur","SANKHAPUR","10101","Angul","060150","KUJANGA","101","Angul","12","JAGATSINGHPUR","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101211","​070150008000800033","559937","Sankrida","SANKRIDA","10101","Angul","070150","HINDOL","101","Angul","9","DHENKANAL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101212","​070170008000800112","560016","Saradhapur","SARADHAPUR","10101","Angul","070080","ANGUL","101","Angul","1","ANUGUL","Different","Village text/case differs; District assignment/name differs"
"10101213","​070130013001300079","559983","Saradhapur","SARADHAPUR","10101","Angul","070130","ATHAMALLIK","101","Angul","1","ANUGUL","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
"10101214","​050140007000700214","214","Sarangapur","SARANGAPUR","10101","Angul","050140","TIHIDI","101","Angul","4","BHADRAK","Different","Village text/case differs; Block assignment/name differs; District assignment/name differs"
